#Organism/Name	TaxID	BioProject Accession	BioProject ID	Group	SubGroup	Size (Mb)	GC%	Replicons	WGS	Scaffolds	Genes	Proteins	Release Date	Modify Date	Status	Center	BioSample Accession	Assembly Accession	Reference	FTP Path	Pubmed ID	Strain
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.16039	64.1	-	FVXH01	22	5114	5013	2017/03/10	2022/02/04	Contig	Wellcome Sanger Institute	SAMEA2160370	GCA_900140925.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/140/925/GCA_900140925.1_10702_1_55	-	645
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.29374	64.1	-	FVIM01	19	5296	5196	2017/03/10	2022/02/04	Scaffold	Wellcome Sanger Institute	SAMEA2071544	GCA_900133995.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/133/995/GCA_900133995.1_10250_1_75	-	415
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.02344	64.3	-	FSIS01	21	4959	4858	2016/12/14	2022/01/31	Contig	Wellcome Sanger Institute	SAMEA2071615	GCA_900136415.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/136/415/GCA_900136415.1_10208_3_44	-	469
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.22002	64.2	-	FVGZ01	25	5206	5085	2017/03/10	2022/02/04	Contig	Wellcome Sanger Institute	SAMEA2071454	GCA_900133255.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/133/255/GCA_900133255.1_10250_1_30	-	370
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	4.95772	64.2	-	FSOF01	20	4856	4747	2016/12/14	2022/01/31	Contig	Wellcome Sanger Institute	SAMEA2161322	GCA_900140145.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/140/145/GCA_900140145.1_10665_2_61	-	513
Mycobacteroides abscessus subsp. abscessus	1185650	PRJNA398137	398137	Terrabacteria group	Actinomycetota	5.07495	64.1	-	NQUN01	24	5020	4898	2017/11/29	2022/02/04	Contig	Shanghai Pulmonary Hospital, Tongji University School of Medicine	SAMN07501793	GCA_002801535.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/801/535/GCF_002801535.1_ASM280153v1	28959242	28
Mycobacteroides abscessus subsp. abscessus	1185650	PRJNA398137	398137	Terrabacteria group	Actinomycetota	4.97191	64.1	-	NQUL01	21	4885	4773	2017/11/29	2022/02/04	Contig	Shanghai Pulmonary Hospital, Tongji University School of Medicine	SAMN07501795	GCA_002801495.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/801/495/GCF_002801495.1_ASM280149v1	28959242	1557
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.0329	64.1	-	FSMZ01	17	4967	4855	2016/12/14	2022/07/13	Contig	Wellcome Sanger Institute	SAMEA2070591	GCA_900139375.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/139/375/GCA_900139375.1_10625_4_15	-	15
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.16798	64.1	-	FVPY01	14	5133	5034	2017/03/10	2022/01/31	Contig	Wellcome Sanger Institute	SAMEA2071626	GCA_900137925.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/137/925/GCA_900137925.1_10208_3_83	-	508
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.06467	64.1	-	FVVA01	21	5008	4909	2017/03/10	2022/02/04	Contig	Wellcome Sanger Institute	SAMEA2142610	GCA_900139825.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/139/825/GCA_900139825.1_10660_1_27	-	592
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	4.98475	64.1	-	FVVH01	16	4871	4772	2017/03/10	2022/02/04	Contig	Wellcome Sanger Institute	SAMEA2163108	GCA_900139945.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/139/945/GCA_900139945.1_10660_1_44	-	534
Mycobacteroides abscessus subsp. abscessus	1185650	PRJNA398137	398137	Terrabacteria group	Actinomycetota	5.34319	64.1	-	NQQY01	21	5325	5225	2017/11/29	2022/02/04	Contig	Shanghai Pulmonary Hospital, Tongji University School of Medicine	SAMN07501889	GCA_002802025.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/802/025/GCF_002802025.1_ASM280202v1	28959242	A482
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.04838	64.2	-	FSEF01	33	4991	4878	2016/12/14	2022/01/31	Contig	Wellcome Sanger Institute	SAMEA2070785	GCA_900134065.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/134/065/GCA_900134065.1_10396_8_6	-	401
Mycobacteroides abscessus subsp. abscessus	1185650	PRJNA398137	398137	Terrabacteria group	Actinomycetota	5.20552	64.1	-	NQSB01	46	5198	5092	2017/11/29	2022/02/04	Contig	Shanghai Pulmonary Hospital, Tongji University School of Medicine	SAMN07501859	GCA_002800775.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/800/775/GCF_002800775.1_ASM280077v1	28959242	86
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.04903	64.2	-	FSNP01	21	4994	4884	2016/12/14	2022/01/31	Scaffold	Wellcome Sanger Institute	SAMEA2162933	GCA_900139785.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/139/785/GCA_900139785.1_10660_1_24	-	529
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.19146	64.2	-	FSDI01	37	5211	5072	2016/12/14	2022/01/31	Contig	Wellcome Sanger Institute	SAMEA2068965	GCA_900133425.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/133/425/GCA_900133425.1_10396_8_3	-	387
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	4.95294	64.2	-	FSLW01	21	4863	4746	2016/12/14	2022/01/31	Contig	Wellcome Sanger Institute	SAMEA2070904	GCA_900138765.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/138/765/GCA_900138765.1_10208_3_45	-	470
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.1666	64.1	-	FSCY01	48	5116	5002	2016/12/14	2022/01/31	Contig	Wellcome Sanger Institute	SAMEA2070776	GCA_900133295.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/133/295/GCA_900133295.1_10250_1_34	-	374
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.34909	64.1	-	FSGF01	28	5353	5187	2016/12/14	2022/01/31	Scaffold	Wellcome Sanger Institute	SAMEA2070594	GCA_900135145.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/135/145/GCA_900135145.1_10625_4_24	-	24
Mycobacteroides abscessus subsp. abscessus	1185650	PRJNA669041	669041	Terrabacteria group	Actinomycetota	5.07537	64.3	-	JADWXH01	45	5029	4722	2021/03/05	2022/02/04	Contig	Pittsburgh Bacteriophage Institute	SAMN16839153	GCA_017176275.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/176/275/GCA_017176275.1_ASM1717627v1	-	GD51
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.09766	64.1	-	FVUQ01	13	5036	4935	2017/03/10	2022/01/31	Scaffold	Wellcome Sanger Institute	SAMEA1968765	GCA_900139725.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/139/725/GCA_900139725.1_10660_1_13	-	718
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.12552	64.1	-	FSIT01	25	5122	5013	2016/12/14	2022/01/31	Scaffold	Wellcome Sanger Institute	SAMEA2070911	GCA_900136435.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/136/435/GCA_900136435.1_10208_3_66	-	491
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.10429	64.1	-	FVXJ01	20	5056	4951	2017/03/10	2022/02/04	Scaffold	Wellcome Sanger Institute	SAMEA2155457	GCA_900140965.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/140/965/GCA_900140965.1_10702_1_61	-	655
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.08324	64.1	-	FVHB01	18	5018	4918	2017/03/10	2022/02/04	Contig	Wellcome Sanger Institute	SAMEA2068964	GCA_900133345.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/133/345/GCA_900133345.1_10250_1_44	-	384
Mycobacteroides abscessus subsp. abscessus	1185650	PRJNA398137	398137	Terrabacteria group	Actinomycetota	5.1094	64.2	-	NQRN01	25	5052	4952	2017/11/29	2022/02/04	Contig	Shanghai Pulmonary Hospital, Tongji University School of Medicine	SAMN07501874	GCA_002802055.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/802/055/GCF_002802055.1_ASM280205v1	28959242	A79
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.3415	64	-	FSMV01	16	5368	5234	2016/12/14	2022/07/13	Scaffold	Wellcome Sanger Institute	SAMEA2143533	GCA_900139305.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/139/305/GCA_900139305.1_10465_1_76	-	725
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.05165	64.1	-	FSPH01	22	5039	4900	2016/12/14	2022/07/15	Contig	Wellcome Sanger Institute	SAMEA2146169	GCA_900140795.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/140/795/GCA_900140795.1_10702_1_44	-	625
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.20335	64	-	FSFQ01	22	5183	5057	2016/12/14	2022/01/31	Scaffold	Wellcome Sanger Institute	SAMEA2070901	GCA_900134945.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/134/945/GCA_900134945.1_10208_3_36	-	461
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.12871	64.1	-	FVWI01	18	5097	4989	2017/03/10	2022/02/04	Scaffold	Wellcome Sanger Institute	SAMEA2142728	GCA_900140425.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/140/425/GCA_900140425.1_10702_1_10	-	577
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.07856	64.3	-	FSGA01	23	4977	4855	2016/12/14	2022/01/31	Contig	Wellcome Sanger Institute	SAMEA1965061	GCA_900135115.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/135/115/GCA_900135115.1_10625_4_19	-	19
Mycobacteroides abscessus subsp. abscessus	1185650	PRJNA398137	398137	Terrabacteria group	Actinomycetota	4.83536	64.2	-	NQTP01	22	4770	4652	2017/11/29	2022/02/04	Contig	Shanghai Pulmonary Hospital, Tongji University School of Medicine	SAMN07501818	GCA_002801165.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/801/165/GCF_002801165.1_ASM280116v1	28959242	215
Mycobacteroides abscessus subsp. abscessus	1185650	PRJNA347845	347845	Terrabacteria group	Actinomycetota	5.25317	64.2	-	MLCJ01	53	5240	5113	2017/01/11	2022/02/04	Contig	University of Georgia	SAMN05897974	GCA_001942565.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/942/565/GCF_001942565.1_ASM194256v1	-	06_0524
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	4.86218	64.2	-	FVWG01	14	4798	4693	2017/03/10	2022/01/31	Contig	Wellcome Sanger Institute	SAMEA2070669	GCA_900140415.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/140/415/GCA_900140415.1_10665_4_74	-	329
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.21777	64.1	-	FSFV01	25	5214	5087	2016/12/14	2022/01/31	Contig	Wellcome Sanger Institute	SAMEA2071549	GCA_900135005.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/135/005/GCA_900135005.1_10208_3_5	-	430
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	4.98577	64.2	-	FVSR01	30	4964	4853	2017/03/10	2022/02/04	Contig	Wellcome Sanger Institute	SAMEA2069145	GCA_900138745.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/138/745/GCA_900138745.1_10208_3_37	-	462
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.03802	64.1	-	FSJL01	19	4985	4871	2016/12/14	2022/01/31	Contig	Wellcome Sanger Institute	SAMEA2070818	GCA_900136845.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/136/845/GCA_900136845.1_10625_5_41	-	126
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.17507	64.1	-	FSHD01	17	5145	5039	2016/12/14	2022/01/31	Contig	Wellcome Sanger Institute	SAMEA2071195	GCA_900135515.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/135/515/GCA_900135515.1_10625_4_67	-	67
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.25241	64.1	-	FSAE01	23	5279	5128	2016/12/14	2022/01/31	Contig	Wellcome Sanger Institute	SAMEA2068678	GCA_900131355.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/131/355/GCA_900131355.1_10665_3_82	-	252
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.2682	64.1	-	FSAU01	20	5271	5119	2016/12/14	2022/01/31	Contig	Wellcome Sanger Institute	SAMEA2070654	GCA_900131675.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/131/675/GCA_900131675.1_10665_4_26	-	281
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	4.9452	64.3	-	FVYI01	16	4871	4760	2017/03/10	2022/02/04	Scaffold	Wellcome Sanger Institute	SAMEA2259700	GCA_900141445.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/141/445/GCA_900141445.1_11893_6_53	-	895
Mycobacteroides abscessus subsp. abscessus	1185650	PRJNA398137	398137	Terrabacteria group	Actinomycetota	5.11225	64.1	-	NQTQ01	27	5076	4925	2017/11/29	2022/02/04	Contig	Shanghai Pulmonary Hospital, Tongji University School of Medicine	SAMN07501817	GCA_002801215.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/801/215/GCF_002801215.1_ASM280121v1	28959242	213
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	4.98549	64.2	-	FRYZ01	30	4891	4778	2016/12/14	2022/01/31	Contig	Wellcome Sanger Institute	SAMEA2070425	GCA_900130475.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/130/475/GCA_900130475.1_10625_5_85	-	170
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	4.98985	64.2	-	FSPC01	23	4933	4831	2016/12/14	2022/01/31	Scaffold	Wellcome Sanger Institute	SAMEA2144787	GCA_900140725.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/140/725/GCA_900140725.1_10702_1_33	-	611
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.13287	64.2	-	FSDB01	23	5084	4970	2016/12/14	2022/01/31	Contig	Wellcome Sanger Institute	SAMEA2070778	GCA_900133375.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/133/375/GCA_900133375.1_10250_1_40	-	380
Mycobacteroides abscessus subsp. abscessus	1185650	PRJNA669041	669041	Terrabacteria group	Actinomycetota	5.04289	64.1	-	JADWXE01	38	4979	4677	2021/03/05	2022/02/04	Contig	Pittsburgh Bacteriophage Institute	SAMN16839150	GCA_017175215.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/175/215/GCA_017175215.1_ASM1717521v1	-	GD40
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.5721	63.9	-	FVNJ01	35	5682	5488	2017/03/10	2022/02/04	Scaffold	Wellcome Sanger Institute	SAMEA2070161	GCA_900136615.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/136/615/GCA_900136615.1_10625_4_32	-	32
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.15465	64.1	-	FRZX01	15	5107	4990	2016/12/14	2022/01/31	Contig	Wellcome Sanger Institute	SAMEA2071301	GCA_900131185.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/131/185/GCA_900131185.1_10665_3_65	-	235
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.26722	64.1	-	FVND01	27	5264	5158	2017/03/10	2022/02/04	Contig	Wellcome Sanger Institute	SAMEA2071621	GCA_900136445.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/136/445/GCA_900136445.1_10208_3_68	-	493
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.19228	64.1	-	FSMN01	18	5146	5048	2016/12/14	2022/07/15	Contig	Wellcome Sanger Institute	SAMEA2162897	GCA_900139195.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/139/195/GCA_900139195.1_10465_1_62	-	665
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.23049	64	-	FVKU01	21	5197	5090	2017/03/10	2022/02/04	Contig	Wellcome Sanger Institute	SAMEA2070696	GCA_900135345.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/135/345/GCA_900135345.1_10625_4_51	-	51
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.13775	64.1	-	FSIU01	23	5148	5008	2016/12/14	2022/01/31	Scaffold	Wellcome Sanger Institute	SAMEA2070912	GCA_900136475.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/136/475/GCA_900136475.1_10208_3_69	-	494
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.00164	64.2	-	FVHF01	21	4963	4853	2017/03/10	2022/02/04	Contig	Wellcome Sanger Institute	SAMEA2070292	GCA_900133505.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/133/505/GCA_900133505.1_10625_4_74	-	74
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.07388	64.1	-	FVOF01	17	5004	4908	2017/03/10	2022/02/04	Scaffold	Wellcome Sanger Institute	SAMEA2160528	GCA_900136925.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/136/925/GCA_900136925.1_10660_1_22	-	552
Mycobacteroides abscessus subsp. abscessus	1185650	PRJNA398137	398137	Terrabacteria group	Actinomycetota	4.97865	64.1	-	NQUM01	26	4912	4791	2017/11/29	2022/02/04	Contig	Shanghai Pulmonary Hospital, Tongji University School of Medicine	SAMN07501794	GCA_002801525.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/801/525/GCF_002801525.1_ASM280152v1	28959242	123
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.10497	64.2	-	FSQB01	22	5060	4957	2016/12/14	2022/01/31	Scaffold	Wellcome Sanger Institute	SAMEA2142639	GCA_900141115.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/141/115/GCA_900141115.1_10702_1_77	-	689
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.23764	64.1	-	FSPO01	23	5209	5101	2016/12/14	2022/07/15	Contig	Wellcome Sanger Institute	SAMEA2155017	GCA_900140915.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/140/915/GCA_900140915.1_10702_1_57	-	649
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	4.96042	64.3	-	FVVP01	29	4894	4777	2017/03/10	2022/01/31	Contig	Wellcome Sanger Institute	SAMEA2152504	GCA_900140115.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/140/115/GCA_900140115.1_10665_2_65	-	518
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.06894	64.1	-	FSIX01	18	4988	4886	2016/12/14	2022/01/31	Contig	Wellcome Sanger Institute	SAMEA2071624	GCA_900136505.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/136/505/GCA_900136505.1_10208_3_77	-	502
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.25297	64.1	-	FRZO01	26	5284	5130	2016/12/14	2022/01/31	Contig	Wellcome Sanger Institute	SAMEA2070542	GCA_900131155.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/131/155/GCA_900131155.1_10665_3_60	-	230
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.55908	63.9	-	FSHL01	33	5709	5531	2016/12/14	2022/01/31	Contig	Wellcome Sanger Institute	SAMEA2070300	GCA_900135575.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/135/575/GCA_900135575.1_10625_5_16	-	101
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.55889	63.9	-	FSHM01	30	5711	5534	2016/12/14	2022/01/31	Contig	Wellcome Sanger Institute	SAMEA2070301	GCA_900135625.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/135/625/GCA_900135625.1_10625_5_19	-	104
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.26728	64.1	-	FSCW01	79	5229	5098	2016/12/14	2022/01/31	Contig	Wellcome Sanger Institute	SAMEA2071455	GCA_900133285.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/133/285/GCA_900133285.1_10250_1_33	-	373
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.19162	64.1	-	FSQD01	23	5152	5049	2016/12/14	2022/01/31	Scaffold	Wellcome Sanger Institute	SAMEA2158677	GCA_900141165.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/141/165/GCA_900141165.1_10702_1_80	-	693
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.15792	64.2	-	FSCE01	24	5118	5002	2016/12/14	2022/01/31	Contig	Wellcome Sanger Institute	SAMEA2071451	GCA_900132735.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/132/735/GCA_900132735.1_10250_1_21	-	361
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.26353	64	-	FSFS01	18	5249	5151	2016/12/14	2022/01/31	Contig	Wellcome Sanger Institute	SAMEA2070902	GCA_900134955.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/134/955/GCA_900134955.1_10208_3_39	-	464
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.1878	64.2	-	FSIW01	33	5155	5029	2016/12/14	2022/01/31	Contig	Wellcome Sanger Institute	SAMEA2068740	GCA_900136555.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/136/555/GCA_900136555.1_10208_3_78	-	503
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.12695	64.2	-	FVIQ01	22	5075	4964	2017/03/10	2022/02/04	Contig	Wellcome Sanger Institute	SAMEA2071540	GCA_900134055.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/134/055/GCA_900134055.1_10396_8_7	-	403
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.27513	64.2	-	FRZB01	28	5242	5130	2016/12/14	2022/01/31	Contig	Wellcome Sanger Institute	SAMEA2071292	GCA_900130845.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/130/845/GCA_900130845.1_10665_3_35	-	205
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.55942	63.9	-	FSHJ01	28	5712	5533	2016/12/14	2022/01/31	Contig	Wellcome Sanger Institute	SAMEA2071232	GCA_900135585.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/135/585/GCA_900135585.1_10625_5_15	-	100
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.15866	64.2	-	FSJI01	26	5121	5009	2016/12/14	2022/01/31	Contig	Wellcome Sanger Institute	SAMEA2070717	GCA_900136745.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/136/745/GCA_900136745.1_10625_5_32	-	117
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.28459	64.2	-	FSOI01	31	5303	5188	2016/12/14	2022/07/15	Contig	Wellcome Sanger Institute	SAMEA2146173	GCA_900140185.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/140/185/GCA_900140185.1_10665_2_71	-	527
Mycobacteroides abscessus subsp. abscessus	1185650	PRJEB2779	204475	Terrabacteria group	Actinomycetota	5.19276	64.2	-	FSMD01	27	5208	5072	2016/12/14	2022/07/13	Contig	Wellcome Sanger Institute	SAMEA2068972	GCA_900138995.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/138/995/GCA_900138995.1_10250_1_68	-	408
